Plant Code,NAME,TYPE,COAL_USED,NGAS_USED,OIL_USED,ADDRESS,CITY,STATE,ZIP,COUNTRY,lat,long,TYPE_Clear,TYPE_Clear_2,group
50535,MESA WIND POWER CORP,ONSHORE WIND TURBINE,0,0,0,11001 WHITEWATER CANYON,NORTH PALM SPRINGS,CA,92258,USA,33.9461,-116.6769,WIND,WIND,WIND
57778,RE KAMMERER 1,SOLAR PHOTOVOLTAIC,0,0,0,8224 KAMMERER RD,ELK GROVE,CA,95757,USA,38.36284248,-121.3842693,SOLAR,SOLAR,SOLAR
54097,INTERNATIONAL PAPER TEXARKANA MILL,WOOD/WOOD WASTE BIOMASS,0,2144969,0,9978 FM 3129,QUEEN CITY,TX,75572,USA,33.2553,-94.0696,MSW,GAS,MSW
57005,MARIANI PACKING VACAVILLE SOLAR,SOLAR PHOTOVOLTAIC,0,0,0,500 CROCKER DR.,VACAVILLE,CA,95688,USA,38.40509115,-121.9612044,SOLAR,SOLAR,SOLAR
479,TEMESCAL,CONVENTIONAL HYDROELECTRIC,0,0,0,EAGLE CANYON RD AND CAJALCO,CORONA,CA,91720,USA,33.8343,-117.4971,HYDRO,HYDRO,HYDRO
10881,ROARING CREEK WATER POWER,CONVENTIONAL HYDROELECTRIC,0,0,0,COVE RD NEAR MONTGOMERY CREEK,MONTGOMERY CREEK,CA,96065,USA,40.882061,-121.948353,HYDRO,HYDRO,HYDRO
57205,CM48,SOLAR PHOTOVOLTAIC,0,0,0,751 EL DORADO VALLEY DRIVE,BOULDER CITY,NV,89005,USA,35.7814,-114.9933,SOLAR,SOLAR,SOLAR
10777,HL POWER,WOOD/WOOD WASTE BIOMASS,0,47599,0,735-025 WENDEL ROAD,WENDEL,CA,96136,USA,40.368338,-120.264848,MSW,GAS,MSW
55065,MUSTANG STATION,NATURAL GAS FIRED COMBINED CYCLE,0,14955049,0,1937 COUNTY ROAD 390,DENVER CITY,TX,79323,USA,32.9728,-102.7417,GAS,GAS,FOSSIL
58198,PARNASSUS CENTRAL UTILITY PLANT,NATURAL GAS FIRED COMBINED CYCLE,0,1008183,170,25 MEDICAL CENTER WAY,SAN FRANCISCO,CA,94143,USA,37.76248911,-122.4567606,GAS,GAS/PET,FOSSIL
56931,ASPEN BIOMASS POWER PLANT,WOOD/WOOD WASTE BIOMASS,0,0,0,2000 KURTH DRIVE,LUFKIN,TX,75904,USA,31.36930401,-94.73974338,MSW,MSW,MSW
529,RANCHO SECO SOLAR,SOLAR PHOTOVOLTAIC,0,0,0,TWIN CITIES RD,HERALD,CA,95638,USA,38.340015,-121.113861,SOLAR,SOLAR,SOLAR
3456,NEWMAN,NATURAL GAS FIRED COMBINED CYCLE; NATURAL GAS STEAM TURBINE,0,20502534,38,4900 STAN ROBERTS ST.,EL PASO,TX,79934,USA,31.98247165,-106.4320751,GAS,GAS/PET,FOSSIL
54261,WARM SPRINGS HYDRO PROJECT,CONVENTIONAL HYDROELECTRIC,0,0,0,3333 SKAGGS SPRINGS ROAD,GEYSERVILLE,CA,95441,USA,38.722141,-123.011188,HYDRO,HYDRO,HYDRO
57584,UNIVERSITY OF CALIFORNIA SAN DIEGO,BATTERIES; NATURAL GAS FIRED COMBINED CYCLE,0,2291422,0,9500 GILMAN DRIVE,LA JOLLA,CA,92093,USA,32.8747,-117.2392,GAS,GAS,FOSSIL
222,CARIBOU 1,CONVENTIONAL HYDROELECTRIC,0,0,0,1000 CARIBOU ROAD,BELDEN,CA,95956,USA,40.085476,-121.148241,HYDRO,HYDRO,HYDRO
50043,HOUSTON CHEMICAL COMPLEX BATTLEGROUND,NATURAL GAS FIRED COMBINED CYCLE,0,17914045,0,2800 BATTLEGROUND RD,HOUSTON,TX,77046,USA,29.7314,-95.0839,GAS,GAS,FOSSIL
54654,KEKAWAKA POWER HOUSE,CONVENTIONAL HYDROELECTRIC,0,0,0,4195 BEAR BUTTE ROAD,MIRINDA-95553,CA,95495,USA,40.0941,-123.508983,HYDRO,HYDRO,HYDRO
59408,SHAFTER,SOLAR PHOTOVOLTAIC,0,0,0,3701 JEWETTA AVENUE NORTH,SHAFTER,CA,93263,USA,35.450484,-119.1268787,SOLAR,SOLAR,SOLAR
10840,COVANTA DELANO ENERGY,WOOD/WOOD WASTE BIOMASS,0,0,0,31500 POND ROAD,DELANO,CA,93215,USA,35.7144,-119.2337,MSW,MSW,MSW
58204,GRASSLAND 3 SOLAR PROJECT,SOLAR PHOTOVOLTAIC,0,0,0,COUNTY ROAD 104 AND ROAD 35,DAVIS,CA,95618,USA,38.50099184,-121.693358,SOLAR,SOLAR,SOLAR
56803,PANOCHE ENERGY CENTER,NATURAL GAS FIRED COMBUSTION TURBINE,0,3312900,0,43833 WEST PANOCHE ROAD,FIRBAUGH,CA,93662,USA,36.6514,-120.5833,GAS,GAS,FOSSIL
57985,SUNE EPE2 LLC,SOLAR PHOTOVOLTAIC,0,0,0,1020 CRAWFORD BOULEVARD,LAS CRUCES,NM,88007,USA,32.24842011,-106.9114716,SOLAR,SOLAR,SOLAR
57263,LITTLE PRINGLE I WIND FARM,ONSHORE WIND TURBINE,0,0,0,8570 CO RD H,MORSE,TX,79062,USA,35.94302129,-101.5354366,WIND,WIND,WIND
57478,BLACK ROCK II,GEOTHERMAL,0,0,0,7030 GENTRY ROAD,CALIPATRIA,CA,92233,USA,33.16417082,-115.6142929,GEO,GEO,GEO
56569,NILAND GAS TURBINE PLANT,NATURAL GAS FIRED COMBUSTION TURBINE,0,733445,0,NOT AVAILABLE,NILAND,CA,92257,USA,33.238842,-115.504456,GAS,GAS,FOSSIL
6414,WHITNEY,CONVENTIONAL HYDROELECTRIC,0,0,0,285 COUNTY ROAD 3602,CLIFTON,TX,76634,USA,31.86514671,-97.37161359,HYDRO,HYDRO,HYDRO
6595,TOLEDO BEND,CONVENTIONAL HYDROELECTRIC,0,0,0,"ROUTE 1, BOX 310 (HWY.692)",BURKVILLE,TX,75932,USA,31.17359302,-93.56576698,HYDRO,HYDRO,HYDRO
56432,WILDORADO WIND RANCH,ONSHORE WIND TURBINE,0,0,0,6798 CO RD 42,AMARILLO,TX,79092,USA,35.1336,-101.8483,WIND,WIND,WIND
10442,SEGS VI,SOLAR THERMAL WITHOUT ENERGY STORAGE,0,129625,0,41100 HWY 395,BORON,CA,93516,USA,35.020981,-117.566079,SOLAR,GAS,SOLAR
55365,EXELON LAPORTE GENERATING STATION,NATURAL GAS FIRED COMBUSTION TURBINE,0,1185709,0,10202 STRANG RD.,LAPORTE,TX,77571,USA,29.70301952,-95.07175122,GAS,GAS,FOSSIL
56820,BRITTON POWERHOUSE,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,BURNEY,CA,96013,USA,41.021389,-121.675,HYDRO,HYDRO,HYDRO
59044,RIO RICO SOLAR,SOLAR PHOTOVOLTAIC,0,0,0,1401 E FRONTAGE RD,RIO RICO,AZ,85648,USA,31.5,-111.008056,SOLAR,SOLAR,SOLAR
56228,PRESCOTT AIRPORT,SOLAR PHOTOVOLTAIC,0,0,0,MELVILLE ROAD,PRESCOTT,AZ,86301,USA,34.6584,-112.4008,SOLAR,SOLAR,SOLAR
10342,FOSTER WHEELER MARTINEZ,NATURAL GAS FIRED COMBINED CYCLE,0,7600923,0,550 SOLANO WAY,MARTINEZ,CA,94553,USA,38.0244,-122.0589,GAS,GAS,FOSSIL
353,POOLE,CONVENTIONAL HYDROELECTRIC,0,0,0,INYO NATIONAL FOREST,LEE VINING,CA,93541,USA,37.944237,-119.2161,HYDRO,HYDRO,HYDRO
10074,PULP MILL POWER HOUSE,WOOD/WOOD WASTE BIOMASS,0,0,0,1 TCF DRIVE,SAMOA,CA,95564,USA,40.8054,-124.1949,MSW,MSW,MSW
60187,ANTELOPE DSR 2,SOLAR PHOTOVOLTAIC,0,0,0,44254 105TH STREET WEST,LANCASTER,CA,93534,USA,34.66387227,-118.3126866,SOLAR,SOLAR,SOLAR
9,COPPER,NATURAL GAS FIRED COMBUSTION TURBINE,0,522718,0,651 HAWKINS BLVD.,EL PASO,TX,79915,USA,31.75760908,-106.3745384,GAS,GAS,FOSSIL
3594,AUSTIN,CONVENTIONAL HYDROELECTRIC,0,0,0,3700 LAKE AUSTIN BLVD,AUSTIN,TX,78703,USA,30.29377216,-97.78507625,HYDRO,HYDRO,HYDRO
50471,DEER PARK PLANT,NATURAL GAS FIRED COMBINED CYCLE,0,0,0,2800 BATTLEGROUND RD,LAPORTE,TX,77536,USA,29.71,-95.11278,GAS,GAS,FOSSIL
55963,RIVERVIEW ENERGY CENTER,NATURAL GAS FIRED COMBUSTION TURBINE,0,197619,0,795 MINAKER ROAD,ANTIOCH,CA,94509,USA,38.014423,-121.790679,GAS,GAS,FOSSIL
3627,NORTH TEXAS,NATURAL GAS STEAM TURBINE,0,0,0,602 WEST LAKE DRIVE,WEATHERFORD,TX,76087,USA,32.7784088,-97.69454714,GAS,GAS,FOSSIL
59380,WILDWOOD SOLAR I LLC,SOLAR PHOTOVOLTAIC,0,0,0,23900 MCCOMBS ROAD,WASCO,CA,93280,USA,35.615833,-119.578333,SOLAR,SOLAR,SOLAR
52071,SANDOW NO 5,CONVENTIONAL STEAM COAL,3538173,0,7303,3708 CHARLES MARTIN HALL ROAD,ROCKDALE,TX,76567,USA,30.5681,-97.0614,COAL,COAL/PET,FOSSIL
57027,CANYON POWER PLANT,NATURAL GAS FIRED COMBUSTION TURBINE,0,1230267,0,NOT AVAILABLE,ANAHEIM,CA,92806,USA,33.85855511,-117.8616508,GAS,GAS,FOSSIL
50765,STILLWATER FACILITY,SOLAR PHOTOVOLTAIC; GEOTHERMAL,0,0,0,4785 LAWRENCE LANE,FALLON,NV,89406,USA,39.547537,-118.555613,GEO,GEO,GEO
58258,CENTRAL UTILITIES PLANT LAX 2,NATURAL GAS FIRED COMBUSTION TURBINE,0,344089,0,275 CENTER WAY,LOS ANGELES,CA,90045,USA,33.943889,-118.404167,GAS,GAS,FOSSIL
58395,ALTA WIND XI,ONSHORE WIND TURBINE,0,0,0,8650 OAK CREEK ROAD,MOJAVE,CA,93501,USA,35.065,-118.39,WIND,WIND,WIND
58308,LINDSAY SOLAR,SOLAR PHOTOVOLTAIC,0,0,0,19796 AVENUE 232,LINDSAY,CA,93247,USA,36.211944,-119.133889,SOLAR,SOLAR,SOLAR
57236,SOLAR PHOTOVOLTAIC PROJECT #23,SOLAR PHOTOVOLTAIC,0,0,0,9687 TRANSPORTATION WAY,FONTANA,CA,92335,USA,34.080833,-117.520277,SOLAR,SOLAR,SOLAR
57326,SUNRAY WIND I,ONSHORE WIND TURBINE,0,0,0,6701 FM119,SUNRAY,TX,79086,USA,35.946368,-101.8973198,WIND,WIND,WIND
59283,CALIFORNIA PV ENERGY AT ISD WWTP,SOLAR PHOTOVOLTAIC,0,0,0,450 WALNUT MEADOWS DRIVE,OAKLEY,CA,94561,USA,38.001111,-121.703889,SOLAR,SOLAR,SOLAR
330,EL SEGUNDO POWER,NATURAL GAS STEAM TURBINE,0,0,0,301 VISTA DEL MAR,EL SEGUNDO,CA,90245,USA,33.909804,-118.424172,GAS,GAS,FOSSIL
56337,SWEETWATER WIND 4 LLC,ONSHORE WIND TURBINE,0,0,0,7900 FM 608,ROSCOE,TX,79545,USA,32.3122,-100.5303,WIND,WIND,WIND
3489,EAGLE MOUNTAIN,NATURAL GAS FIRED COMBINED CYCLE; NATURAL GAS STEAM TURBINE,0,0,0,10029 MORRIS DIDO NEWARK RD,FORT WORTH,TX,76179,USA,32.9056,-97.4792,GAS,GAS,FOSSIL
150,STEWART MOUNTAIN,CONVENTIONAL HYDROELECTRIC,0,0,0,P.O. BOX 52025 PAB 221,PHOENIX,AZ,85072,USA,33.5661,-111.536,HYDRO,HYDRO,HYDRO
55086,GREGORY POWER FACILITY,NATURAL GAS FIRED COMBINED CYCLE,0,21451453,0,TX HWY 361 EAST @ SAC,GREGORY,TX,78359,USA,27.88890036,-97.25834862,GAS,GAS,FOSSIL
489,UPPER DAWSON,CONVENTIONAL HYDROELECTRIC,0,0,0,707 LA GRANGE DAM ROAD,LA GRANGE,CA,95329,USA,37.6508,-120.4706,HYDRO,HYDRO,HYDRO
2324,REID GARDNER,CONVENTIONAL STEAM COAL,0,0,0,"I-15, EXIT 88 HIDDEN VALLEY RD",MOAPA,NV,89025,USA,36.657347,-114.633263,COAL,COAL,FOSSIL
6147,MONTICELLO,CONVENTIONAL STEAM COAL,5294563,0,25767,PO BOX 1266,MOUNT PLEASANT,TX,75455,USA,33.09105041,-95.03830213,COAL,COAL/PET,FOSSIL
58068,SUNE CPS1 LLC,SOLAR PHOTOVOLTAIC,0,0,0,4000 RABEL ROAD,SAN ANTONIO,TX,78221,USA,29.24400063,-98.41895818,SOLAR,SOLAR,SOLAR
303,KEARNY,NATURAL GAS FIRED COMBUSTION TURBINE,0,64924,0,NOT AVAILABLE,OCEANSIDE,CA,92054,USA,32.834,-117.1338,GAS,GAS,FOSSIL
34,ROLLINS,CONVENTIONAL HYDROELECTRIC,0,0,0,15531 ARROW HEAD LANE,COLFAX,CA,95713,USA,39.134259,-120.953341,HYDRO,HYDRO,HYDRO
59915,ORO LOMA 1,SOLAR PHOTOVOLTAIC,0,0,0,9575 N. RUSSELL,FIREBAUGH,CA,93622,USA,36.87852313,-120.6695232,SOLAR,SOLAR,SOLAR
58248,PIERCE COLLEGE,SOLAR PHOTOVOLTAIC,0,0,0,6201 WINNETKA AVE,WILMINGTON,CA,90744,USA,34.183611,-118.574722,SOLAR,SOLAR,SOLAR
59607,MARICOPA WEST,SOLAR PHOTOVOLTAIC,0,0,0,23321 SOIUTH LAKE ROAD,TAFT,CA,93268,USA,35.11236421,-119.3267782,SOLAR,SOLAR,SOLAR
7552,SPA COGEN 3,NATURAL GAS FIRED COMBINED CYCLE,0,6665286,0,FREEPORT BLVD,SACRAMENTO,CA,95824,USA,38.511,-121.4735,GAS,GAS,FOSSIL
10768,RIO BRAVO JASMIN,CONVENTIONAL STEAM COAL,0,0,0,11258 PORTERVILLE HWY.,BAKERSFIELD,CA,93308,USA,35.7415,-119.0512,COAL,COAL,FOSSIL
58477,LAS VEGAS WPCF SOLAR PLANT,SOLAR PHOTOVOLTAIC,0,0,0,6005 VEGAS VALLEY DR,LAS VEGAS,NV,89142,USA,36.134444,-115.035278,SOLAR,SOLAR,SOLAR
57901,EL SEGUNDO ENERGY CENTER LLC,NATURAL GAS FIRED COMBINED CYCLE,0,9515239,0,301 VISTA DEL MAR BLVD,EL SEGUNDO,CA,90245,USA,33.910556,-118.425,GAS,GAS,FOSSIL
57479,BLACK ROCK III,GEOTHERMAL,0,0,0,7030 GENTRY ROAD,CALIPATRIA,CA,92233,USA,33.16406374,-115.6143048,GEO,GEO,GEO
57259,LUBBOCK WIND RANCH,ONSHORE WIND TURBINE,0,0,0,2607 CR 2800,LUBBOCK,TX,79403,USA,33.56926035,-101.7620497,WIND,WIND,WIND
50375,EAST PORTAL GENERATOR,CONVENTIONAL HYDROELECTRIC,0,0,0,W/O DEVONSHIRE AND LARWIN,CHATSWORTH,CA,91311,USA,34.2619,-118.6242,HYDRO,HYDRO,HYDRO
59359,SCE-SNOWLINE-DUNCAN ROAD (NORTH),SOLAR PHOTOVOLTAIC,0,0,0,4678 DUNCAN ROAD UNIT A,PHELAN,CA,92371,USA,34.473889,-117.562778,SOLAR,SOLAR,SOLAR
60027,ADERA,SOLAR PHOTOVOLTAIC,0,0,0,NOT AVAILABLE,CHOWCHILLA,CA,93610,USA,37.12104745,-120.3239798,SOLAR,SOLAR,SOLAR
57156,BARTON CHAPEL WIND FARM,ONSHORE WIND TURBINE,0,0,0,6868 ROCK CREEK RD,JACKSBORO,TX,76458,USA,33.19076713,-98.17867451,WIND,WIND,WIND
57585,OXNARD PAPER MILL,NATURAL GAS FIRED COMBUSTION TURBINE,0,2182807,0,5936 PERKINS ROAD,OXNARD,CA,93033,USA,34.1414,-119.1831,GAS,GAS,FOSSIL
50261,NEW LAHONTAN,CONVENTIONAL HYDROELECTRIC,0,0,0,2666 HARRIGAN ROAD,FALLON,NV,89406,USA,39.463569,-119.065227,HYDRO,HYDRO,HYDRO
300,DIVISION,PETROLEUM LIQUIDS,0,0,0,3200 HARBOR DRIVE,SAN DIEGO,CA,92113,USA,32.681667,-117.120277,PET,PET,FOSSIL
537,CAMANCHE,CONVENTIONAL HYDROELECTRIC,0,0,0,MCINTIRE RD,CLEMENTS & WALLACE,CA,95227,USA,38.2268,-121.0245,HYDRO,HYDRO,HYDRO
6158,NEW MELONES,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,JAMESTOWN,CA,95376,USA,37.94640183,-120.5301119,HYDRO,HYDRO,HYDRO
56213,PATTERSON PASS,ONSHORE WIND TURBINE,0,0,0,14680 PATTERSON PASS ROAD,TRACY,CA,95377,USA,37.701956,-121.613708,WIND,WIND,WIND
59256,VACA DIXON BATTERY STORAGE SYSTEM,BATTERIES,0,0,0,5221 QUINN RD.,VACAVILLE,CA,95688,USA,38.40020012,-121.9202898,Other,Other,Other
58394,ALTA WIND X,ONSHORE WIND TURBINE,0,0,0,8650 OAK CREEK ROAD,MOJAVE,CA,93501,USA,35.06,-118.2,WIND,WIND,WIND
430,CAMINO,CONVENTIONAL HYDROELECTRIC,0,0,0,HIGHWAY 50,CAMINO,CA,95726,USA,38.82881,-120.537089,HYDRO,HYDRO,HYDRO
223,CARIBOU 2,CONVENTIONAL HYDROELECTRIC,0,0,0,1000 CARIBOU ROAD,BELDEN,CA,95956,USA,40.085997,-121.149373,HYDRO,HYDRO,HYDRO
56560,EXC WIND 4 LLC,ONSHORE WIND TURBINE,0,0,0,NEAR HWY 136,GRUVER,TX,79081,USA,36.40329116,-101.3774579,WIND,WIND,WIND
NA925,PEARBLOSSOM SOLAR,SOLAR PHOTOVOLTAIC,0,0,0,34534 116TH STREET EAST,PEARBLOSSOM,CA,93553,USA,34.51270751,-117.9162832,SOLAR,SOLAR,SOLAR
265,PIT 1,CONVENTIONAL HYDROELECTRIC,0,0,0,PIT 1 ROAD STAR ROUTE 1,BURNEY,CA,96013,USA,40.99084,-121.498243,HYDRO,HYDRO,HYDRO
294,COPCO 1,HYDROELECTRIC PUMPED STORAGE,0,0,0,COPCO RD 20 MI EAST OF I5,HORNBROOK,CA,96044,USA,41.978914,-122.335317,HYDRO,HYDRO,HYDRO
57781,RE DILLARD 3,SOLAR PHOTOVOLTAIC,0,0,0,7786 DILLARD RD,SLOUGHHOUSE,CA,95693,USA,38.46222954,-121.180278,SOLAR,SOLAR,SOLAR
10677,CES PLACERITA POWER PLANT,NATURAL GAS FIRED COMBINED CYCLE,0,0,0,20885 PLACERITA CANYON ROAD,SANTA CLARITA,CA,91321,USA,34.3801,-118.4999,GAS,GAS,FOSSIL
2450,REEVES,NATURAL GAS STEAM TURBINE,0,1823399,0,4400 PASEO DEL NORTE NE,ALBUQUERQUE,NM,87113,USA,35.17157731,-106.6014776,GAS,GAS,FOSSIL
56864,COVEL GARDENS GAS RECOVERY,LANDFILL GAS,0,0,0,8611 COVEL ROAD,SAN ANTONIO,TX,78252,USA,29.34646317,-98.65362631,GAS,GAS,FOSSIL
55852,VALERO REFINERY COGENERATION UNIT 2,OTHER GASES,0,0,0,3400 EAST SECOND ST.,BENICIA,CA,94510,USA,38.073889,-122.140833,GAS,GAS,FOSSIL
751,MOCCASIN LOW HEAD HYDRO PROJECT,CONVENTIONAL HYDROELECTRIC,0,0,0,HWY 120-49 JUNCTION,MOCCASSIN,CA,95347,USA,37.816447,-120.312033,HYDRO,HYDRO,HYDRO
56948,COOLIDGE GENERATION STATION,NATURAL GAS FIRED COMBUSTION TURBINE,0,1620230,0,859 E. RANDOLPH RD.,COOLIDGE,AZ,85228,USA,32.917399,-111.503327,GAS,GAS,FOSSIL
10446,SEGS IX,SOLAR THERMAL WITHOUT ENERGY STORAGE,0,195028,0,43880 HARPER LAKE ROAD,HINKLEY,CA,92347,USA,35.033,-117.338,SOLAR,GAS,SOLAR
54667,CHINO MINES,NATURAL GAS FIRED COMBINED CYCLE; NATURAL GAS STEAM TURBINE,0,16191,0,210 CORTEZ AVE.,HURLEY,NM,88043,USA,32.6956,-108.1225,GAS,GAS,FOSSIL
217,BALCH 1,CONVENTIONAL HYDROELECTRIC,0,0,0,TRIMMER SPRINGS ROAD,BALCH CAMP,CA,93649,USA,36.909137,-119.087712,HYDRO,HYDRO,HYDRO
59169,LANCASTER SOLAR 2,SOLAR PHOTOVOLTAIC,0,0,0,43000 20TH STREET,EAST LANCASTER,CA,93535,USA,34.68317956,-118.1039446,SOLAR,SOLAR,SOLAR
57684,GOODSPRINGS WASTE HEAT RECOVERY,ALL OTHER,0,0,0,14551 HWY 161,JEAN,NV,89019,USA,35.809444,-115.411389,Other,Other,Other
56708,CFB POWER PLANT,NATURAL GAS STEAM TURBINE,0,8078273,0,201 FORMOSA DRIVE,POINT COMFORT,TX,77978,USA,28.65060123,-96.54003409,GAS,GAS,FOSSIL
57566,GE 1 6 100 PROTOTYPE,ONSHORE WIND TURBINE,0,0,0,13681 CHANTICO ROAD,TEHACHAPI,CA,93561,USA,35.155278,-118.369444,WIND,WIND,WIND
55343,LUNA ENERGY FACILITY,NATURAL GAS FIRED COMBINED CYCLE,0,16670217,0,1895 ARROWHEAD DR. NW,DEMING,NM,88030,USA,32.299349,-107.7834,GAS,GAS,FOSSIL
58354,RADIANCE SOLAR 4,SOLAR PHOTOVOLTAIC,0,0,0,43050 90TH STREET WEST,LANCASTER,CA,93536,USA,34.665556,-118.288056,SOLAR,SOLAR,SOLAR
6416,DENISON,CONVENTIONAL HYDROELECTRIC,0,0,0,351 CORPS RD,DENISON,TX,75020,USA,33.81790964,-96.56933087,HYDRO,HYDRO,HYDRO
58582,OLTMANS SCE AT JURUPA,SOLAR PHOTOVOLTAIC,0,0,0,2825 E. JURUPA ST,ONTARIO,CA,91761,USA,34.05,-117.5910427,SOLAR,SOLAR,SOLAR
54469,PACIFIC OROVILLE POWER INC,WOOD/WOOD WASTE BIOMASS,0,0,0,3050 SOUTH FIFTH AVENUE,OROVILLE,CA,95965,USA,39.480419,-121.565663,MSW,MSW,MSW
57010,SUNEDISON ANHEUSER BUSCH FAIRFIELD,SOLAR PHOTOVOLTAIC,0,0,0,I-80 AND HALE RD.,RAIRFIELD,CA,94534,USA,38.232108,-122.092706,SOLAR,SOLAR,SOLAR
120,YUCCA,NATURAL GAS FIRED COMBUSTION TURBINE; PETROLEUM LIQUIDS; NATURAL GAS STEAM TURBINE,0,3942427,735,7522 SOUTH SOMERTON AVE.,YUMA,AZ,85364,USA,32.7214,-114.7106,GAS/PET,GAS/PET,FOSSIL
58508,BEAR CREEK SOLAR,SOLAR PHOTOVOLTAIC,0,0,0,17016 NORTH JACK TONE ROAD,LODI,CA,95240,USA,38.136389,-121.148889,SOLAR,SOLAR,SOLAR
55182,SUNRISE POWER LLC,NATURAL GAS FIRED COMBINED CYCLE,0,23788006,0,12857 SUNRISE ROAD,FELLOWS,CA,93224,USA,35.2097,-119.585,GAS,GAS,FOSSIL
50241,PROVIDENCE MEMORIAL HOSPITAL,NATURAL GAS INTERNAL COMBUSTION ENGINE,0,1,140,2001 NORTH OREGON ST,EL PASO,TX,79902,USA,31.76920031,-106.5019146,GAS,GAS/PET,FOSSIL
58321,GOLDTHWAITE WIND ENERGY FACILITY,ONSHORE WIND TURBINE,0,0,0,NOT AVAILABLE,GOLDTHWAITE,TX,76844,USA,31.38333,-98.46667,WIND,WIND,WIND
59431,SIERRA SOLAR GREENWORKS,SOLAR PHOTOVOLTAIC,0,0,0,11584 WEST AVENUE I,LANCASTER,CA,93536,USA,34.703611,-118.334167,SOLAR,SOLAR,SOLAR
57818,MCKENZIE 3,SOLAR PHOTOVOLTAIC,0,0,0,12498 MCKENZIE ROAD,GALT,CA,95632,USA,38.30712229,-121.2916453,SOLAR,SOLAR,SOLAR
52169,MIDWAY SUNSET COGEN,NATURAL GAS FIRED COMBUSTION TURBINE,0,10508256,0,3466 W CROCKER SPRINGS ROAD,FELLOWS,CA,93224,USA,35.2269,-119.6294,GAS,GAS,FOSSIL
57594,TEICHERT MATERIALS-TEICHERT VERNALIS,ONSHORE WIND TURBINE,0,0,0,36314 SOUTH BIRD ROAD,SAN JOAQUIN,CA,95304,USA,37.6167,-121.3564,WIND,WIND,WIND
59393,EUBANK LANDFILL SOLAR ARRAY,SOLAR PHOTOVOLTAIC,0,0,0,1660 EUBANK BLVD SE,ALBUQUERQUE,NM,87123,USA,35.049167,-106.53,SOLAR,SOLAR,SOLAR
57523,HURON,SOLAR PHOTOVOLTAIC,0,0,0,17123 W GALE AVENUE,HURON,CA,93234,USA,36.12884335,-120.1423928,SOLAR,SOLAR,SOLAR
57520,TRINITY HILLS,ONSHORE WIND TURBINE,0,0,0,116 HILTON RANCH ROAD,OLNEY,TX,76374,USA,33.38361,-98.71194,WIND,WIND,WIND
3628,R W MILLER,NATURAL GAS FIRED COMBUSTION TURBINE; NATURAL GAS STEAM TURBINE,0,3118778,2243,2217 F.M.ROAD 3137,PALO PINTO,TX,76484,USA,32.65846406,-98.30969324,GAS,GAS/PET,FOSSIL
10634,ELMORE COMPANY,GEOTHERMAL,0,0,0,786 W SINCLAIR RD.,CALIPATRIA,CA,92233,USA,33.1777,-115.6033,GEO,GEO,GEO
60614,WESTSIDE 1,SOLAR PHOTOVOLTAIC,0,0,0,24372 S. LAKE AVENUE,FIVE POINTS,CA,93624,USA,36.38175341,-120.1361637,SOLAR,SOLAR,SOLAR
50276,WINTEC ENERGY LTD,ONSHORE WIND TURBINE,0,0,0,DILLON RD_KARENAVE_DIABLO RD,PALM SPRINGS,CA,92258,USA,33.91959593,-116.5737362,WIND,WIND,WIND
58636,SACRAMENTO FAIRBAIN WATER TREATMENT PLAN,SOLAR PHOTOVOLTAIC,0,0,0,7501 COLLEGE TOWN DR,SACRAMENTO,CA,95826,USA,38.55470244,-121.416615,SOLAR,SOLAR,SOLAR
10548,SAN JOSE COGENERATION,NATURAL GAS FIRED COMBUSTION TURBINE,0,508655,0,129 SOUTH 10TH STREET,SAN JOSE,CA,95192,USA,37.336113,-121.878332,GAS,GAS,FOSSIL
285,STANISLAUS,CONVENTIONAL HYDROELECTRIC,0,0,0,CAMP NINE ROAD,VALLECITO,CA,95251,USA,38.139048,-120.370325,HYDRO,HYDRO,HYDRO
57696,POWER GENERATION STATION (PGS) 2,OTHER WASTE BIOMASS,0,0,0,2020 WAKE AVE.,OAKLAND,CA,94607,USA,37.825833,-122.296111,MSW,MSW,MSW
433,ROBBS PEAK,CONVENTIONAL HYDROELECTRIC,0,0,0,ICE HOUSE RD,FRESH POND,CA,95726,USA,38.896511,-120.378292,HYDRO,HYDRO,HYDRO
50560,PACIFIC-ULTRAPOWER CHINESE STATION,WOOD/WOOD WASTE BIOMASS,0,0,0,8755 ENTERPRISE DRIVE,JAMESTOWN,CA,95327,USA,37.874056,-120.477556,MSW,MSW,MSW
3502,LAKE CREEK,CONVENTIONAL STEAM COAL; NATURAL GAS FIRED COMBUSTION TURBINE; NATURAL GAS STEAM TURBINE; PETROLEUM LIQUIDS,0,0,0,4278 LAKE CREEK RD,WACO,TX,76703,USA,31.4647238,-96.98560081,GAS/COAL/PET,GAS/COAL/PET,FOSSIL
56356,CLEARWATER POWER PLANT,NATURAL GAS FIRED COMBINED CYCLE,0,199921,0,2201 RAILROAD ST.,CORONA,CA,92880,USA,33.8912,-117.6085,GAS,GAS,FOSSIL
58300,HONDA TORRANCE,OTHER NATURAL GAS,0,51551,0,1919 TORRANCE BLVD.,TORRANCE,CA,90501,USA,33.838056,-118.315,GAS,GAS,FOSSIL
